AwardId,Name,CityName,ZipCode,PhoneNumber,StreetAddress,CountryName,StateName,StateCode,EmailAddress,CountryFlag
1260642,"California State University-Fresno Foundation",Fresno,937261852,5592780840,"4910 N. Chestnut Ave","United States",California,CA,NULL,NULL
1260659,"Northwestern University",Evanston,602013149,8474913003,"1801 Maple Ave.","United States",Illinois,IL,NULL,NULL
1260660,"Macalester College","Saint Paul",551051801,6516966000,"1600 Grand Avenue","United States",Minnesota,MN,NULL,NULL
1260671,"Oregon State University",Corvallis,973318507,5417374933,"OREGON STATE UNIVERSITY","United States",Oregon,OR,NULL,NULL
1260680,"Oregon State University",Corvallis,973318507,5417374933,"OREGON STATE UNIVERSITY","United States",Oregon,OR,NULL,NULL
1260692,"University of Southern California","Los Angeles",900890701,2137407762,"University Park","United States",California,CA,NULL,NULL
1260693,"University of California-Santa Cruz","SANTA CRUZ",950641077,8314595278,"1156 High Street","United States",California,CA,NULL,NULL
1260696,"University of California-Santa Barbara","SANTA BARBARA",931062050,8058934188,"Office of Research","United States",California,CA,NULL,NULL
1260697,"University of Southern California","Los Angeles",900890701,2137407762,"University Park","United States",California,CA,NULL,NULL
1260699,"University of California-Irvine",IRVINE,926977600,9498244768,"5171 California Avenue, Ste 150","United States",California,CA,NULL,NULL
1260710,"Western Washington University",Bellingham,982259038,3606502884,"516 High Street","United States",Washington,WA,NULL,NULL
1260718,"University of Hawaii",HONOLULU,968222234,8089567800,"2440 Campus Road, Box 368","United States",Hawaii,HI,NULL,NULL
1260723,"University of Hawaii",HONOLULU,968222234,8089567800,"2440 Campus Road, Box 368","United States",Hawaii,HI,NULL,NULL
1260744,"Massachusetts Institute of Technology",Cambridge,021394301,6172531000,"77 MASSACHUSETTS AVE","United States",Massachusetts,MA,NULL,NULL
1260745,"Ohio State University",Columbus,432101016,6142923805,"Office of Sponsored Programs","United States",Ohio,OH,NULL,NULL
1260746,"University of California-Los Angeles","LOS ANGELES",900952000,3107940102,"11000 Kinross Avenue, Suite 211","United States",California,CA,NULL,NULL
1260753,"University of Pennsylvania",Philadelphia,191046205,2158987293,"Research Services","United States",Pennsylvania,PA,NULL,NULL
1260768,"Michigan State University","EAST LANSING",488241046,5173555040,"CONTRACT AND GRANT ADMINISTRATIO","United States",Michigan,MI,NULL,NULL
1260777,"Appalachian State University",Boone,286082068,8282622130,"P.O. Box 32068","United States","North Carolina",NC,NULL,NULL
1260782,"University of Pennsylvania",Philadelphia,191046205,2158987293,"Research Services","United States",Pennsylvania,PA,NULL,NULL
1260798,"University of California-Irvine",IRVINE,926977600,9498244768,"5171 California Avenue, Ste 150","United States",California,CA,NULL,NULL
1260803,"University of Virginia Main Campus",CHARLOTTESVILLE,229044195,4349244270,"P.O. BOX 400195","United States",Virginia,VA,NULL,NULL
1260806,"University of Missouri-Columbia",COLUMBIA,652111230,5738827560,"310 JESSE HALL","United States",Missouri,MO,NULL,NULL
1260813,"University of California-Santa Cruz","SANTA CRUZ",950641077,8314595278,"1156 High Street","United States",California,CA,NULL,NULL
1260816,"New York University","NEW YORK",100121019,2129982121,"70 WASHINGTON SQUARE S","United States","New York",NY,NULL,NULL
1260840,"New York University","NEW YORK",100121019,2129982121,"70 WASHINGTON SQUARE S","United States","New York",NY,NULL,NULL
1260844,"Washington University School of Medicine","Saint Louis",631101010,3147474134,"660 South Euclid Avenue","United States",Missouri,MO,NULL,NULL
1260853,"Stanford University","Palo Alto",943041212,6507232300,"3160 Porter Drive","United States",California,CA,NULL,NULL
1260861,"Princeton University",Princeton,085400036,6092583090,"Off. of Research & Proj. Admin.","United States","New Jersey",NJ,NULL,NULL
1260870,"Cornell University",Ithaca,148502820,6072555014,"373 Pine Tree Road","United States","New York",NY,NULL,NULL
1260872,"Cornell University",Ithaca,148502820,6072555014,"373 Pine Tree Road","United States","New York",NY,NULL,NULL
1260875,"Columbia University","NEW YORK",100276902,2128546851,"2960 Broadway","United States","New York",NY,NULL,NULL
1260876,"Duke University",Durham,277054010,9196843030,"2200 W. Main St, Suite 710","United States","North Carolina",NC,NULL,NULL
1260882,"Miami University",Oxford,450563653,5135292161,"500 E High Street","United States",Ohio,OH,NULL,NULL
1260890,"University of California-Berkeley",BERKELEY,947045940,5106428109,"Sponsored Projects Office","United States",California,CA,NULL,NULL
1260891,"New York University","NEW YORK",100121019,2129982121,"70 WASHINGTON SQUARE S","United States","New York",NY,NULL,NULL
1260892,"Columbia University","NEW YORK",100276902,2128546851,"2960 Broadway","United States","New York",NY,NULL,NULL
1260898,"Harvard University",Cambridge,021383846,6174955501,"1350 MASSACHUSETTS AVE","United States",Massachusetts,MA,NULL,NULL
1260909,"North Dakota State University Fargo",FARGO,581086050,7012318045,"Dept 4000 - PO Box 6050","United States","North Dakota",ND,NULL,NULL
1260911,"University of Michigan Ann Arbor","Ann Arbor",481091274,7347636438,"3003 South State St.","United States",Michigan,MI,NULL,NULL
1260917,"Trustees of Boston University",BOSTON,022151300,6173534365,"881 COMMONWEALTH AVE","United States",Massachusetts,MA,NULL,NULL
1260928,"National Bureau of Economic Research Inc",Cambridge,021385398,6178683900,"1050 Massachusetts Avenue","United States",Massachusetts,MA,NULL,NULL
1260937,"Columbia University","NEW YORK",100276902,2128546851,"2960 Broadway","United States","New York",NY,NULL,NULL
1260949,"Northwestern University",Evanston,602013149,8474913003,"1801 Maple Ave.","United States",Illinois,IL,NULL,NULL
1260953,"National Bureau of Economic Research Inc",Cambridge,021385398,6178683900,"1050 Massachusetts Avenue","United States",Massachusetts,MA,NULL,NULL
1260961,"National Bureau of Economic Research Inc",Cambridge,021385398,6178683900,"1050 Massachusetts Avenue","United States",Massachusetts,MA,NULL,NULL
1260964,"National Bureau of Economic Research Inc",Cambridge,021385398,6178683900,"1050 Massachusetts Avenue","United States",Massachusetts,MA,NULL,NULL
1260969,"Western Washington University",Bellingham,982259038,3606502884,"516 High Street","United States",Washington,WA,NULL,NULL
1260980,"Cornell University",Ithaca,148502820,6072555014,"373 Pine Tree Road","United States","New York",NY,NULL,NULL
1260983,"Florida Institute of Technology",MELBOURNE,329016975,3216748000,"150 W UNIVERSITY BLVD","United States",Florida,FL,NULL,NULL
1261014,"Duke University",Durham,277054010,9196843030,"2200 W. Main St, Suite 710","United States","North Carolina",NC,NULL,NULL
1261015,"California State University-Dominguez Hills",Carson,907470001,2135163300,"1000 East Victoria Street","United States",California,CA,NULL,NULL
1261016,"University of Illinois at Urbana-Champaign",CHAMPAIGN,618207473,2173332187,"SUITE A","United States",Illinois,IL,NULL,NULL
1261025,"Columbia University","NEW YORK",100276902,2128546851,"2960 Broadway","United States","New York",NY,NULL,NULL
1261026,"University of Tennessee Chattanooga",Chattanooga,374032504,4234254431,"615 McCallie Avenue","United States",Tennessee,TN,NULL,NULL
1261033,"University of Notre Dame","NOTRE DAME",465565612,5746317432,"940 Grace Hall","United States",Indiana,IN,NULL,NULL
1261058,"SUNY at Buffalo",Buffalo,142600000,7166452634,"402 Crofts Hall","United States","New York",NY,NULL,NULL
1261066,"George Mason University",FAIRFAX,220304422,7039932295,"4400 UNIVERSITY DR","United States",Virginia,VA,NULL,NULL
1261071,"Children's Hospital Corporation",BOSTON,021155737,6179192729,"300 LONGWOOD AVENUE","United States",Massachusetts,MA,NULL,NULL
1261076,"University of California-Berkeley",BERKELEY,947045940,5106428109,"Sponsored Projects Office","United States",California,CA,NULL,NULL
1261083,"Board of Regents, NSHE, obo University of Nevada, Reno",Reno,895570325,7757844040,"1664 North Virginia Street","United States",Nevada,NV,NULL,NULL
1261104,"American Chemical Society (ACS)",Washington,200364800,2028724600,"1155 16th St NW","United States","District of Columbia",DC,NULL,NULL
1261117,"Vanderbilt University",NASHVILLE,372407830,6158756070,"Office of Sponsored Programs","United States",Tennessee,TN,NULL,NULL
1261118,"Harvard University",Cambridge,021383846,6174955501,"1350 MASSACHUSETTS AVE","United States",Massachusetts,MA,NULL,NULL
1261150,"University of Massachusetts, Dartmouth","North Dartmouth",027472300,5089998953,"285 Old Westport Road","United States",Massachusetts,MA,NULL,NULL
1261154,"University of Alabama at Birmingham",Birmingham,352940111,2059345266,"AB 1170","United States",Alabama,AL,NULL,NULL
1261160,"Montana State University",BOZEMAN,597172470,4069942381,"309 MONTANA HALL","United States",Montana,MT,NULL,NULL
1261162,"Virginia Polytechnic Institute and State University",BLACKSBURG,240610001,5402315281,"Sponsored Programs 0170","United States",Virginia,VA,NULL,NULL
1261170,"Drexel University",Philadelphia,191042737,2158955849,"3201 Arch Street","United States",Pennsylvania,PA,NULL,NULL
1261172,"University of Massachusetts Amherst",AMHERST,010039242,4135450698,"Research Administration Building","United States",Massachusetts,MA,NULL,NULL
1261203,"University of California-Davis",Davis,956180000,5307547700,"OR/Sponsored Programs","United States",California,CA,NULL,NULL
1261211,"Arizona State University",TEMPE,852816011,4809655479,ORSPA,"United States",Arizona,AZ,NULL,NULL
1261214,"University of Southern Mississippi",HATTIESBURG,394065157,6012664119,"2609 WEST 4TH ST","United States",Mississippi,MS,NULL,NULL
1261225,"Northwestern University",Evanston,602013149,8474913003,"1801 Maple Ave.","United States",Illinois,IL,NULL,NULL
1261226,"University of Arizona",TUCSON,857210001,5206266000,"888 N Euclid Ave","United States",Arizona,AZ,NULL,NULL
1261229,"Northern Arizona University",Flagstaff,860114130,9285234880,"ARD Building #56, Suite 240","United States",Arizona,AZ,NULL,NULL
1261303,"University of Colorado at Boulder",Boulder,803090572,3034926221,"3100 Marine Street, Room 481","United States",Colorado,CO,NULL,NULL
1261308,"University of Tennessee Chattanooga",Chattanooga,374032504,4234254431,"615 McCallie Avenue","United States",Tennessee,TN,NULL,NULL
1261311,"SUNY at Stony Brook","STONY BROOK",117943362,6316329949,"WEST 5510 FRK MEL LIB","United States","New York",NY,NULL,NULL
1261322,"University of Alabama at Birmingham",Birmingham,352940111,2059345266,"AB 1170","United States",Alabama,AL,NULL,NULL
1261325,"University of Minnesota-Twin Cities",Minneapolis,554552070,6126245599,"200 OAK ST SE","United States",Minnesota,MN,NULL,NULL
1261327,"Mathematical Sciences Research Institute",BERKELEY,947205070,5106420143,"17 GAUSS WAY","United States",California,CA,NULL,NULL
1261340,"Westat Inc",ROCKVILLE,208500319,3012511500,"1650 RESEARCH BLVD","United States",Maryland,MD,NULL,NULL
1261363,"Trustees of Boston University",BOSTON,022151300,6173534365,"881 COMMONWEALTH AVE","United States",Massachusetts,MA,NULL,NULL
1261386,"University of Alabama in Huntsville",Huntsville,358051911,2568246120,"301 Sparkman Drive","United States",Alabama,AL,NULL,NULL
1261389,"Ecological Society of America",Washington,200363415,2028338773,"1990 M Street NW","United States","District of Columbia",DC,NULL,NULL
1261392,"Texas A&M University Main Campus","College Station",778431260,9798477635,"400 Harvey Mitchell Pkwy South","United States",Texas,TX,NULL,NULL
1261393,"Universities Space Research Association",Columbia,210443432,4107302656,"10211 Wincopin Circle","United States",Maryland,MD,NULL,NULL
1261409,"University of Texas at Dallas",Richardson,750803021,9728832313,"800 W. Campbell Rd.","United States",Texas,TX,NULL,NULL
1261431,"University of Arkansas",FAYETTEVILLE,727011201,4795753845,"210 Administration Building","United States",Arkansas,AR,NULL,NULL
1261433,"Brown University",Providence,029121929,4018632777,"BOX 1929","United States","Rhode Island",RI,NULL,NULL
1261443,"University of Michigan Ann Arbor","Ann Arbor",481091274,7347636438,"3003 South State St.","United States",Michigan,MI,NULL,NULL
1261451,"American Physiological Society",Bethesda,208143991,3016347118,"9650 Rockville Pike","United States",Maryland,MD,NULL,NULL
1261460,"Middle Tennessee State University",Murfreesboro,371320001,6158985005,"1301 E. Main","United States",Tennessee,TN,NULL,NULL
1261499,"University of Virginia Main Campus",CHARLOTTESVILLE,229044195,4349244270,"P.O. BOX 400195","United States",Virginia,VA,NULL,NULL
1261501,"University of Washington",SEATTLE,981959472,2065434043,"4333 Brooklyn Ave NE","United States",Washington,WA,NULL,NULL
1261514,"University of Kentucky Research Foundation",Lexington,405060057,8592579420,"109 Kinkead Hall","United States",Kentucky,KY,NULL,NULL
1261519,"University of California-Davis",Davis,956180000,5307547700,"OR/Sponsored Programs","United States",California,CA,NULL,NULL
1261525,"Harvey Mudd College",CLAREMONT,917115901,9096218121,"301 Platt Boulevard","United States",California,CA,NULL,NULL
1261550,"Oregon State University",Corvallis,973318507,5417374933,"OREGON STATE UNIVERSITY","United States",Oregon,OR,NULL,NULL
1261559,"University of Colorado at Boulder",Boulder,803090572,3034926221,"3100 Marine Street, Room 481","United States",Colorado,CO,NULL,NULL
1261560,"New York University","NEW YORK",100121019,2129982121,"70 WASHINGTON SQUARE S","United States","New York",NY,NULL,NULL
1261562,"University of Florida",GAINESVILLE,326112002,3523923516,"1 UNIVERSITY OF FLORIDA","United States",Florida,FL,NULL,NULL
1261566,"University of Maryland College Park","COLLEGE PARK",207425141,3014056269,"3112 LEE BLDG","United States",Maryland,MD,NULL,NULL
1261569,"QUALITY EDUCATION FOR MINORITIES NETWORK",WASHINGTON,200362406,2026591818,"1818 N ST NW","United States","District of Columbia",DC,NULL,NULL
1261582,"University of Illinois at Urbana-Champaign",CHAMPAIGN,618207473,2173332187,"SUITE A","United States",Illinois,IL,NULL,NULL
1261586,"University of Missouri-Columbia",COLUMBIA,652111230,5738827560,"310 JESSE HALL","United States",Missouri,MO,NULL,NULL
1261587,"University of California-Los Angeles","LOS ANGELES",900952000,3107940102,"11000 Kinross Avenue, Suite 211","United States",California,CA,NULL,NULL
1261590,"Duke University",Durham,277054010,9196843030,"2200 W. Main St, Suite 710","United States","North Carolina",NC,NULL,NULL
1261591,"Rensselaer Polytechnic Institute",Troy,121803522,5182766000,"110 8TH ST","United States","New York",NY,NULL,NULL
1261592,"University of Delaware",Newark,197162553,3028312136,"210 Hullihen Hall","United States",Delaware,DE,NULL,NULL
1261594,"Worcester Polytechnic Institute",WORCESTER,016092247,5088315000,"100 INSTITUTE RD","United States",Massachusetts,MA,NULL,NULL
1261596,"New Jersey Institute of Technology",Newark,071021982,9735965275,"323 DOCTOR MARTIN LUTHER","United States","New Jersey",NJ,NULL,NULL
1261650,"Vishwamitra Research Institute","Clarendon Hills",605141574,6308863047,"368 56th street","United States",Illinois,IL,NULL,NULL
1261651,"Kansas State University",MANHATTAN,665061103,7855326804,"2 FAIRCHILD HALL","United States",Kansas,KS,NULL,NULL
1261653,"UNAVCO, Inc.",Boulder,803015553,3033817636,"6350 Nautilus Dr.","United States",Colorado,CO,NULL,NULL
1261657,"University of Maryland College Park","COLLEGE PARK",207425141,3014056269,"3112 LEE BLDG","United States",Maryland,MD,NULL,NULL
1261662,"Lafayette College",Easton,180421768,6103305029,"High Street","United States",Pennsylvania,PA,NULL,NULL
1261670,"University of Minnesota-Twin Cities",Minneapolis,554552070,6126245599,"200 OAK ST SE","United States",Minnesota,MN,NULL,NULL
1261681,"Incorporated Research Institutions for Seismology",Washington,200056142,2026822220,"1200 New York Avenue, NW","United States","District of Columbia",DC,NULL,NULL
1261682,"University of South Carolina at Columbia",COLUMBIA,292080001,8037777093,"Sponsored Awards Management","United States","South Carolina",SC,NULL,NULL
1261689,"University of Miami Rosenstiel School of Marine&Atmospheric Sci","KEY BISCAYNE",331491031,3054214089,"4600 RICKENBACKER CSWY","United States",Florida,FL,NULL,NULL
1261715,"Johns Hopkins University",Baltimore,212182608,4105168668,"3400 N CHARLES ST","United States",Maryland,MD,NULL,NULL
1261721,"Carnegie-Mellon University",PITTSBURGH,152133815,4122689527,"5000 Forbes Avenue","United States",Pennsylvania,PA,NULL,NULL
1261727,"Purdue University","West Lafayette",479072114,7654941055,"Young Hall","United States",Indiana,IN,NULL,NULL
1261740,"University of Colorado at Boulder",Boulder,803090572,3034926221,"3100 Marine Street, Room 481","United States",Colorado,CO,NULL,NULL
1261744,"University of Wisconsin-Madison",MADISON,537151218,6082623822,"21 North Park Street","United States",Wisconsin,WI,NULL,NULL
1261770,"Texas A&M University Main Campus","College Station",778431260,9798477635,"400 Harvey Mitchell Pkwy South","United States",Texas,TX,NULL,NULL
1261772,"University of Minnesota-Twin Cities",Minneapolis,554552070,6126245599,"200 OAK ST SE","United States",Minnesota,MN,NULL,NULL
1261776,"University of Oklahoma Norman Campus",NORMAN,730195300,4053254757,"201 David L. Boren Blvd.","United States",Oklahoma,OK,NULL,NULL
1261800,"University of North Carolina at Chapel Hill","CHAPEL HILL",275991350,9199663411,"104 AIRPORT DR STE 2200","United States","North Carolina",NC,NULL,NULL
1261805,"SUNY at Buffalo",Buffalo,142600000,7166452634,"402 Crofts Hall","United States","New York",NY,NULL,NULL
1261812,"University of South Florida",Tampa,336129446,8139745465,"3702 Spectrum Blvd.","United States",Florida,FL,NULL,NULL
1261814,"Case Western Reserve University",CLEVELAND,441064901,2163684510,"Nord Hall, Suite 615","United States",Ohio,OH,NULL,NULL
1261830,"University of Arizona",TUCSON,857210001,5206266000,"888 N Euclid Ave","United States",Arizona,AZ,NULL,NULL
1261833,"UNAVCO, Inc.",Boulder,803015553,3033817636,"6350 Nautilus Dr.","United States",Colorado,CO,NULL,NULL
1261862,"Rutgers University New Brunswick","NEW BRUNSWICK",089018559,8489320150,"3 RUTGERS PLAZA","United States","New Jersey",NJ,NULL,NULL
1261867,"Pennsylvania State Univ University Park","UNIVERSITY PARK",168027000,8148651372,"110 Technology Center Building","United States",Pennsylvania,PA,NULL,NULL
1261883,"University of Louisiana at Lafayette",Lafayette,705032701,3374826203,"104 University Circle","United States",Louisiana,LA,NULL,NULL
1261892,"University of Washington",SEATTLE,981959472,2065434043,"4333 Brooklyn Ave NE","United States",Washington,WA,NULL,NULL
1261893,"Maricopa County Community College District",Tempe,852816941,4807318031,"2411 W 14th St","United States",Arizona,AZ,NULL,NULL
1261910,"Michigan Technological University",Houghton,499311295,9064871885,"1400 Townsend Drive","United States",Michigan,MI,NULL,NULL
1261914,"Hillsborough Community College",Tampa,336060000,8132537005,"39 Columbia Drive","United States",Florida,FL,NULL,NULL
1261930,"Oregon State University",Corvallis,973318507,5417374933,"OREGON STATE UNIVERSITY","United States",Oregon,OR,NULL,NULL
1261938,"University of Maryland College Park","COLLEGE PARK",207425141,3014056269,"3112 LEE BLDG","United States",Maryland,MD,NULL,NULL
1261942,"University of Miami Rosenstiel School of Marine&Atmospheric Sci","KEY BISCAYNE",331491031,3054214089,"4600 RICKENBACKER CSWY","United States",Florida,FL,NULL,NULL
1261948,"Texas A&M University Main Campus","College Station",778431260,9798477635,"400 Harvey Mitchell Pkwy South","United States",Texas,TX,NULL,NULL
1261956,"University of Central Florida",ORLANDO,328168005,4078821120,"4000 CNTRL FLORIDA BLVD","United States",Florida,FL,NULL,NULL
1261968,"Cankdeska Cikana Community College","Fort Totten",583350269,7017664415,"P.O. Box 269","United States","North Dakota",ND,NULL,NULL
1261969,"SUNY at Stony Brook","STONY BROOK",117943362,6316329949,"WEST 5510 FRK MEL LIB","United States","New York",NY,NULL,NULL
1261975,"California Institute of Technology",PASADENA,911250600,6263956219,"1200 E California Blvd","United States",California,CA,NULL,NULL
1261977,"Temple University",PHILADELPHIA,191226027,2152048691,"1938 Liacouras Walk","United States",Pennsylvania,PA,NULL,NULL
1261981,"University of Houston",Houston,772042015,7137439240,"4800 Calhoun Boulevard","United States",Texas,TX,NULL,NULL
1261995,"Boise State University",boise,837251135,2084261574,"1910 University Drive","United States",Idaho,ID,NULL,NULL
1261997,"Louisiana State University & Agricultural and Mechanical College","Baton Rouge",708032701,2255782760,"202 Himes Hall","United States",Louisiana,LA,NULL,NULL
1262019,"Cornell University",Ithaca,148502820,6072555014,"373 Pine Tree Road","United States","New York",NY,NULL,NULL
1262031,"Baylor University",Waco,767987360,2547103817,"One Bear Place #97360","United States",Texas,TX,NULL,NULL
1262033,"Georgia Tech Research Corporation",Atlanta,303320420,4048944819,"Office of Sponsored Programs","United States",Georgia,GA,NULL,NULL
1262034,"North Carolina State University",RALEIGH,276957514,9195152444,"CAMPUS BOX 7514","United States","North Carolina",NC,NULL,NULL
1262040,"University of California-Irvine",IRVINE,926977600,9498244768,"5171 California Avenue, Ste 150","United States",California,CA,NULL,NULL
1262047,"University of Pennsylvania",Philadelphia,191046205,2158987293,"Research Services","United States",Pennsylvania,PA,NULL,NULL
1262048,"University of Oklahoma Norman Campus",NORMAN,730195300,4053254757,"201 David L. Boren Blvd.","United States",Oklahoma,OK,NULL,NULL
1262049,"Jackson Laboratory","Bar Harbor",046091523,2072886488,"600 Main Street","United States",Maine,ME,NULL,NULL
1262063,"Georgia Tech Research Corporation",Atlanta,303320420,4048944819,"Office of Sponsored Programs","United States",Georgia,GA,NULL,NULL
1262064,"University of California-Santa Cruz","SANTA CRUZ",950641077,8314595278,"1156 High Street","United States",California,CA,NULL,NULL
1262075,"West Virginia University Research Corporation",Morgantown,265066845,3042933998,"P.O. Box 6845","United States","West Virginia",WV,NULL,NULL
1262088,"University of Hawaii",HONOLULU,968222234,8089567800,"2440 Campus Road, Box 368","United States",Hawaii,HI,NULL,NULL
1262090,"University of Utah","SALT LAKE CITY",841128930,8015816903,"75 S 2000 E","United States",Utah,UT,NULL,NULL
1262091,"University of Iowa","IOWA CITY",522421320,3193352123,"2 GILMORE HALL","United States",Iowa,IA,NULL,NULL
1262093,"University of Hawaii",HONOLULU,968222234,8089567800,"2440 Campus Road, Box 368","United States",Hawaii,HI,NULL,NULL
1262095,"Alfred University",Alfred,148021205,6078712964,"1 Saxon Drive","United States","New York",NY,NULL,NULL
1262099,"Princeton University",Princeton,085400036,6092583090,"Off. of Research & Proj. Admin.","United States","New Jersey",NJ,NULL,NULL
1262107,"University of California-Riverside",RIVERSIDE,925211000,9518275535,"Office of Research","United States",California,CA,NULL,NULL
1262124,"Providence College",Providence,029180001,4018651000,"River Avenue and Eaton Street","United States","Rhode Island",RI,NULL,NULL
1262134,"University of California-Los Angeles","LOS ANGELES",900952000,3107940102,"11000 Kinross Avenue, Suite 211","United States",California,CA,NULL,NULL
1262156,"Brown University",Providence,029121929,4018632777,"BOX 1929","United States","Rhode Island",RI,NULL,NULL
1262165,"University of Texas at Austin",Austin,787121532,5124716424,"101 E. 27th Street, Suite 5.300","United States",Texas,TX,NULL,NULL
1262176,"Washington University","SAINT LOUIS",631304899,3148895100,"ONE BROOKINGS DRIVE, CAMPUS BOX","United States",Missouri,MO,NULL,NULL
1262182,"University of California-San Francisco","SAN FRANCISCO",941430812,4154762977,"1855 Folsom St Ste 425","United States",California,CA,NULL,NULL
1262186,"University of California-San Diego","La Jolla",920930934,8585344896,"Office of Contract & Grant Admin","United States",California,CA,NULL,NULL
1262188,"Oregon State University",Corvallis,973318507,5417374933,"OREGON STATE UNIVERSITY","United States",Oregon,OR,NULL,NULL
1262189,"Purdue University","West Lafayette",479072114,7654941055,"Young Hall","United States",Indiana,IN,NULL,NULL
1262213,"New Jersey Institute of Technology",Newark,071021982,9735965275,"323 DOCTOR MARTIN LUTHER","United States","New Jersey",NJ,NULL,NULL
1262222,"University of Iowa","IOWA CITY",522421320,3193352123,"2 GILMORE HALL","United States",Iowa,IA,NULL,NULL
1262226,"University of California-San Diego","La Jolla",920930934,8585344896,"Office of Contract & Grant Admin","United States",California,CA,NULL,NULL
1262231,"University of Washington",SEATTLE,981959472,2065434043,"4333 Brooklyn Ave NE","United States",Washington,WA,NULL,NULL
1262239,"University of Washington",SEATTLE,981959472,2065434043,"4333 Brooklyn Ave NE","United States",Washington,WA,NULL,NULL
1262249,"National Bureau of Economic Research Inc",Cambridge,021385398,6178683900,"1050 Massachusetts Avenue","United States",Massachusetts,MA,NULL,NULL
1262251,"Arizona State University",TEMPE,852816011,4809655479,ORSPA,"United States",Arizona,AZ,NULL,NULL
1262252,"Rensselaer Polytechnic Institute",Troy,121803522,5182766000,"110 8TH ST","United States","New York",NY,NULL,NULL
1262253,"Johns Hopkins University",Baltimore,212182608,4105168668,"3400 N CHARLES ST","United States",Maryland,MD,NULL,NULL
1262254,"Texas Christian University","Fort Worth",761290002,8172577516,"2800 South University Drive","United States",Texas,TX,NULL,NULL
1262260,"Johns Hopkins University",Baltimore,212182608,4105168668,"3400 N CHARLES ST","United States",Maryland,MD,NULL,NULL
1262261,"University of Kentucky Research Foundation",Lexington,405060057,8592579420,"109 Kinkead Hall","United States",Kentucky,KY,NULL,NULL
1262263,"Massachusetts Institute of Technology",Cambridge,021394301,6172531000,"77 MASSACHUSETTS AVE","United States",Massachusetts,MA,NULL,NULL
1262265,"North Dakota State University Fargo",FARGO,581086050,7012318045,"Dept 4000 - PO Box 6050","United States","North Dakota",ND,NULL,NULL
1262269,"George Mason University",FAIRFAX,220304422,7039932295,"4400 UNIVERSITY DR","United States",Virginia,VA,NULL,NULL
1262270,"Georgia Tech Research Corporation",Atlanta,303320420,4048944819,"Office of Sponsored Programs","United States",Georgia,GA,NULL,NULL
1262278,"SUNY College of Environmental Science and Forestry",Albany,122010009,3154706606,"PO Box 9","United States","New York",NY,NULL,NULL
1262286,"University of Minnesota-Twin Cities",Minneapolis,554552070,6126245599,"200 OAK ST SE","United States",Minnesota,MN,NULL,NULL
1262292,"University of Arizona",TUCSON,857210001,5206266000,"888 N Euclid Ave","United States",Arizona,AZ,NULL,NULL
1262295,"J. Craig Venter Institute, Inc.",Rockville,208500000,8582001864,"9704 Medical Center Drive","United States",Maryland,MD,NULL,NULL
1262296,"William Marsh Rice University",HOUSTON,770051827,7133484820,"6100 MAIN ST","United States",Texas,TX,NULL,NULL
1262297,"University of California-San Francisco","SAN FRANCISCO",941430812,4154762977,"1855 Folsom St Ste 425","United States",California,CA,NULL,NULL
1262306,"The University Corporation, Northridge",Northridge,913308309,8186772901,"18111 Nordhoff Street","United States",California,CA,NULL,NULL
1262315,"Coe College","Cedar Rapids",524025008,3193998000,"1220 First Avenue NE","United States",Iowa,IA,NULL,NULL
1262327,"University of California-Davis",Davis,956180000,5307547700,"OR/Sponsored Programs","United States",California,CA,NULL,NULL
1262332,"Yukon River Inter-Tribal Watershed Council",Fairbanks,997010000,9074512530,"323 Second Street","United States",Alaska,AK,NULL,NULL
1262342,"Grand Valley State University",Allendale,494019401,6163316826,"1 Campus Drive","United States",Michigan,MI,NULL,NULL
1262346,"Carnegie-Mellon University",PITTSBURGH,152133815,4122689527,"5000 Forbes Avenue","United States",Pennsylvania,PA,NULL,NULL
1262351,"Florida State University",TALLAHASSEE,323064166,8506445260,"874 Traditions Way, 3rd Floor","United States",Florida,FL,NULL,NULL
1262352,"Central Connecticut State University","New Britain",060504010,8608322365,"1615 Stanley Street","United States",Connecticut,CT,NULL,NULL
1262354,"Virginia Polytechnic Institute and State University",BLACKSBURG,240610001,5402315281,"Sponsored Programs 0170","United States",Virginia,VA,NULL,NULL
1262372,"University of Louisville Research Foundation Inc",Louisville,402081838,5028528367,"2301 S. Third St.","United States",Kentucky,KY,NULL,NULL
1262374,"University of Maryland Center for Environmental Sciences",Cambridge,216130775,4102289250,"BOX 775","United States",Maryland,MD,NULL,NULL
1262377,"University of New Mexico",ALBUQUERQUE,871310001,5052774186,"1700 Lomas Blvd. NE, Suite 2200","United States","New Mexico",NM,NULL,NULL
1262384,"University of Texas at Austin",Austin,787121532,5124716424,"101 E. 27th Street, Suite 5.300","United States",Texas,TX,NULL,NULL
1262392,"University of North Carolina at Chapel Hill","CHAPEL HILL",275991350,9199663411,"104 AIRPORT DR STE 2200","United States","North Carolina",NC,NULL,NULL
1262402,"SUNY at Stony Brook","STONY BROOK",117943362,6316329949,"WEST 5510 FRK MEL LIB","United States","New York",NY,NULL,NULL
1262410,"University of Colorado at Boulder",Boulder,803090572,3034926221,"3100 Marine Street, Room 481","United States",Colorado,CO,NULL,NULL
1262411,"University of Texas at Austin",Austin,787121532,5124716424,"101 E. 27th Street, Suite 5.300","United States",Texas,TX,NULL,NULL
